OrderID,OrderDate,StoreID,ProductID,Quantity,Price,TotalAmount,PaymentMethod
83,2025-03-17,S003,P141,3,147.7,443.1,UPI
84,2024-11-21,S001,P199,8,205.78,1646.24,Credit Card
85,2025-01-18,S003,P171,6,649.59,3897.54,Cash
86,2025-03-20,S002,P165,10,932.21,9322.1,Cash
87,2025-04-03,S002,P117,10,564.26,5642.6,Cash
88,2025-06-07,S002,P183,4,921.6,3686.4,Credit Card
89,2024-07-12,S003,P142,4,113.49,453.96,Credit Card
90,2024-12-27,S002,P105,9,535.84,4822.56,Debit Card
91,2025-06-13,S003,P122,4,862.12,3448.48,Cash
92,2025-02-03,S001,P134,5,75.56,377.8,Cash
93,2024-07-24,S002,P149,8,472.27,3778.16,Credit Card
94,2024-11-05,S003,P125,10,292.03,2920.3,Credit Card
95,2025-02-23,S003,P178,2,665.37,1330.74,UPI
96,2025-04-10,S003,P196,6,674.99,4049.94,Cash
97,2024-12-29,S002,P128,2,190.2,380.4,UPI
98,2024-11-10,S003,P185,1,936.57,936.57,UPI
99,2025-01-07,S003,P156,2,97.77,195.54,Credit Card
100,2024-11-04,S002,P194,9,446.66,4019.94,UPI
101,2025-05-29,S002,P110,8,927.52,7420.16,UPI
102,2025-05-27,S003,P132,6,912.43,5474.58,Credit Card
103,2024-10-14,S001,P181,10,193.57,1935.7,Cash
104,2025-06-29,S001,P100,5,819.18,4095.9,Credit Card
105,2025-05-29,S001,P133,3,99.16,297.48,Debit Card
106,2024-11-09,S003,P104,7,257.72,1804.04,UPI
107,2025-01-18,S002,P152,6,224.67,1348.02,Cash
108,2025-06-22,S003,P101,1,805.46,805.46,Cash
109,2025-02-16,S002,P164,1,127.27,127.27,Credit Card
110,2025-06-19,S001,P135,1,810.66,810.66,Debit Card
111,2025-01-05,S003,P133,2,964.78,1929.56,UPI
112,2025-02-11,S002,P101,10,931.91,9319.1,UPI
113,2024-11-06,S002,P140,2,872.56,1745.12,Debit Card
114,2025-01-20,S003,P160,6,141.23,847.38,Credit Card
115,2024-10-24,S002,P109,7,859.31,6015.17,Credit Card
116,2024-07-09,S001,P139,6,632.46,3794.76,UPI
117,2024-12-19,S001,P155,5,626.21,3131.05,Credit Card
118,2025-01-01,S002,P178,4,235.22,940.88,Debit Card
119,2025-04-23,S003,P131,1,887.76,887.76,Credit Card
120,2025-04-19,S003,P160,9,297.24,2675.16,UPI
120,2025-04-19,S003,P160,9,297.24,2675.16,ABC
121,2024-09-25,S002,P119,4,691.06,2764.24,Cash
122,2025-05-09,S003,P156,6,164.83,988.98,Cash
123,2025-04-03,S001,P170,2,781.13,1562.26,Debit Card
124,2024-11-28,S002,P149,7,88.52,619.64,Debit Card
125,2024-09-06,S003,P118,2,193.33,386.66,Debit Card
126,2024-11-30,S002,P153,9,858.27,7724.43,UPI
127,2025-04-29,S002,P143,9,660.4,5943.6,Cash
128,2025-07-04,S001,P120,10,731.57,7315.7,Cash
129,2025-04-27,S001,P136,10,725.76,7257.6,UPI
130,2025-04-22,S002,P138,9,331.47,2983.23,UPI
131,2025-06-08,S003,P116,10,340.99,3409.9,Debit Card
132,2025-01-22,S003,P192,10,728.28,7282.8,UPI
133,2025-01-21,S002,P107,1,574.87,574.87,Cash
134,2024-12-13,S003,P158,6,533.11,3198.66,Cash
135,2025-07-04,S002,P107,4,208.11,832.44,Credit Card
136,2025-04-30,S003,P199,9,871.1,7839.9,Debit Card
137,2024-10-20,S001,P103,3,437.9,1313.7,Cash
138,2024-12-13,S001,P178,5,925.34,4626.7,Cash
139,2025-01-14,S003,P112,8,145.64,1165.12,UPI
140,2025-04-05,S003,P149,5,293.8,1469.0,Credit Card
141,2025-07-04,S002,P133,6,832.06,4992.36,Debit Card
142,2024-07-29,S002,P115,4,491.61,1966.44,Credit Card
143,2025-01-14,S003,P141,3,986.34,2959.02,UPI
144,2024-10-29,S001,P129,7,176.96,1238.72,UPI
145,2025-02-07,S002,P114,7,926.03,6482.21,Credit Card
146,2025-01-27,S001,P127,4,82.8,331.2,Debit Card
147,2024-07-21,S002,P156,4,708.77,2835.08,Cash
148,2025-01-09,S002,P113,7,843.08,5901.56,Credit Card
149,2025-01-10,S002,P132,2,394.06,788.12,Debit Card
150,2025-03-16,S002,P184,10,501.44,5014.4,Cash
151,2024-11-01,S003,P117,7,355.86,2491.02,UPI
152,2025-02-25,S002,P160,3,417.32,1251.96,Debit Card
153,2024-07-10,S003,P188,5,717.67,3588.35,Debit Card
154,2024-09-29,S001,P160,4,825.48,3301.92,Debit Card
155,2025-06-26,S002,P154,3,661.27,1983.81,UPI
156,2025-06-07,S001,P181,2,327.86,655.72,Debit Card
157,2025-01-31,S002,P119,1,31.07,31.07,UPI
158,2024-12-21,S003,P172,5,478.72,2393.6,Debit Card
159,2024-07-08,S003,P172,1,453.18,453.18,Cash
160,2025-07-03,S001,P114,8,851.41,6811.28,UPI
161,2024-10-19,S003,P180,10,662.99,6629.9,UPI
162,2025-06-25,S003,P191,7,265.04,1855.28,Credit Card
163,2024-08-30,S001,P134,2,854.61,1709.22,Credit Card
164,2024-11-06,S001,P125,5,62.93,314.65,UPI
165,2025-04-17,S002,P129,4,222.64,890.56,Cash
166,2025-06-20,S002,P198,7,722.71,5058.97,Debit Card
167,2025-01-12,S003,P163,2,257.41,514.82,UPI
168,2024-09-14,S001,P157,4,461.13,1844.52,Cash
169,2024-12-23,S001,P104,8,257.83,2062.64,Cash
170,2024-10-08,S003,P172,6,238.51,1431.06,Cash
171,2024-12-12,S002,P175,10,809.49,8094.9,Cash
172,2025-05-14,S001,P176,2,250.99,501.98,Debit Card
173,2025-06-14,S002,P122,9,448.48,4036.32,Debit Card
174,2024-09-10,S003,P184,7,529.32,3705.24,Debit Card
175,2024-11-23,S001,P130,2,555.64,1111.28,UPI
176,2025-03-05,S002,P154,4,167.06,668.24,UPI
177,2025-05-21,S001,P159,1,725.92,725.92,Credit Card
178,2025-02-03,S001,P156,10,244.29,2442.9,Cash
179,2024-11-08,S003,P180,10,77.91,779.1,Debit Card
180,2024-09-06,S003,P103,5,216.8,1084.0,UPI
181,2024-09-11,S001,P125,5,752.17,3760.85,UPI
182,2025-03-20,S003,P159,1,73.62,73.62,Debit Card
183,2024-12-31,S002,P188,4,873.99,3495.96,Debit Card
184,2024-08-04,S003,P164,3,890.16,2670.48,Debit Card
185,2024-10-01,S003,P191,6,126.93,761.58,Debit Card
186,2025-06-09,S002,P185,2,390.91,781.82,Credit Card
187,2025-06-14,S002,P137,6,201.1,1206.6,Cash
188,2025-05-24,S001,P139,3,28.19,84.57,Debit Card
189,2024-07-23,S002,P176,7,335.96,2351.72,Debit Card
190,2025-04-21,S002,P131,1,12.05,12.05,Debit Card
191,2025-05-06,S003,P143,3,610.41,1831.23,Cash
192,2024-09-12,S002,P185,8,564.42,4515.36,Debit Card
193,2024-10-09,S001,P184,7,835.77,5850.39,Credit Card
194,2025-03-17,S003,P199,4,932.65,3730.6,Credit Card
195,2024-12-13,S001,P107,9,76.7,690.3,Debit Card
196,2024-07-11,S002,P177,5,39.04,195.2,Cash
197,2024-10-23,S001,P138,9,849.08,7641.72,Debit Card
198,2025-03-30,S001,P158,10,406.93,4069.3,Cash
199,2025-07-07,S003,P154,6,915.69,5494.14,UPI
200,2025-03-06,S003,P148,7,698.97,4892.79,UPI
201,2024-09-27,S001,P118,3,935.9,2807.7,UPI
202,2025-02-01,S002,P145,6,957.04,5742.24,Credit Card
203,2025-01-17,S003,P191,5,53.38,266.9,Credit Card
204,2025-04-26,S003,P192,6,172.45,1034.7,UPI
205,2025-05-22,S002,P110,8,719.75,5758.0,Cash
206,2025-02-11,S001,P192,9,862.31,7760.79,UPI
207,2024-11-13,S003,P156,7,215.88,1511.16,UPI
208,2024-11-25,S002,P178,4,368.44,1473.76,Debit Card
209,2025-02-14,S003,P187,10,842.04,8420.4,Debit Card
210,2025-01-24,S002,P180,4,807.4,3229.6,Credit Card
211,2025-05-27,S003,P125,1,128.7,128.7,Debit Card
212,2025-01-20,S003,P162,3,799.99,2399.97,Credit Card
213,2025-04-23,S002,P198,5,787.04,3935.2,Debit Card
214,2024-07-18,S001,P135,10,810.46,8104.6,Credit Card
215,2025-05-27,S003,P126,9,819.9,7379.1,Cash
216,2025-01-02,S003,P180,4,723.28,2893.12,UPI
217,2024-07-31,S002,P138,6,713.29,4279.74,Debit Card
218,2024-11-23,S003,P173,4,348.23,1392.92,Credit Card
219,2024-08-19,S003,P167,6,115.72,694.32,Credit Card
220,2025-03-01,S003,P146,6,655.45,3932.7,Debit Card
221,2024-08-14,S002,P106,7,22.56,157.92,Credit Card
222,2024-08-12,S002,P175,10,460.42,4604.2,Cash
223,2025-03-20,S003,P181,8,285.8,2286.4,Cash
224,2025-02-14,S001,P183,1,349.92,349.92,Credit Card
225,2025-02-04,S002,P158,4,462.61,1850.44,Cash
226,2025-05-08,S002,P198,6,602.33,3613.98,UPI
227,2024-09-15,S001,P103,2,507.83,1015.66,Cash
228,2024-11-12,S003,P139,2,511.29,1022.58,Credit Card
229,2025-06-15,S003,P176,3,261.92,785.76,Cash
230,2025-04-08,S002,P126,6,577.49,3464.94,Credit Card
231,2024-07-22,S002,P182,8,935.79,7486.32,Cash
232,2025-06-06,S001,P151,2,68.22,136.44,UPI
233,2024-11-14,S001,P134,3,679.23,2037.69,UPI
234,2024-11-09,S003,P107,4,13.66,54.64,Credit Card
235,2024-10-16,S001,P124,2,722.83,1445.66,Debit Card
236,2025-02-21,S002,P170,2,497.5,995.0,Cash
237,2024-08-25,S002,P176,7,628.82,4401.74,Debit Card
238,2024-08-05,S001,P101,6,591.4,3548.4,Cash
239,2024-08-30,S002,P176,2,159.06,318.12,Credit Card
240,2024-07-23,S001,P103,1,335.35,335.35,Debit Card
241,2025-03-13,S002,P191,2,810.67,1621.34,Credit Card
242,2025-04-01,S003,P172,2,82.61,165.22,UPI
243,2024-08-29,S001,P111,1,621.12,621.12,UPI
244,2024-08-24,S001,P164,7,911.57,6380.99,Cash
245,2024-11-16,S003,P132,9,148.59,1337.31,UPI
246,2025-02-18,S001,P123,6,293.68,1762.08,Cash
247,2025-01-25,S001,P197,9,885.62,7970.58,Debit Card
248,2024-12-26,S001,P112,7,500.07,3500.49,Debit Card
249,2024-08-03,S002,P186,5,778.42,3892.1,Cash
250,2025-04-20,S002,P102,8,282.01,2256.08,UPI
251,2025-04-12,S001,P182,10,131.74,1317.4,UPI
252,2025-02-10,S002,P144,4,367.41,1469.64,Debit Card
253,2025-02-25,S003,P136,8,553.19,4425.52,UPI
254,2025-04-08,S003,P171,1,250.5,250.5,Credit Card
255,2025-07-04,S003,P135,4,782.81,3131.24,Credit Card
256,2024-12-30,S003,P187,8,924.79,7398.32,UPI
257,2024-10-27,S001,P108,1,440.29,440.29,Cash
258,2024-11-08,S001,P194,5,507.56,2537.8,Debit Card
259,2024-08-16,S002,P161,4,403.38,1613.52,UPI
260,2024-11-03,S003,P141,9,41.56,374.04,Cash
261,2025-04-16,S001,P151,9,434.21,3907.89,Debit Card
262,2025-02-08,S003,P132,8,12.62,100.96,Cash
263,2024-10-24,S003,P175,6,633.25,3799.5,Cash
264,2024-07-30,S001,P103,6,683.8,4102.8,Debit Card
265,2024-11-11,S002,P107,4,970.47,3881.88,Credit Card
266,2025-06-04,S001,P198,1,811.29,811.29,Debit Card
267,2025-03-02,S001,P100,6,891.76,5350.56,UPI
268,2025-04-27,S002,P154,2,465.6,931.2,Cash
269,2025-03-27,S003,P139,10,937.34,9373.4,Debit Card
270,2024-11-09,S002,P138,3,180.84,542.52,Debit Card
271,2024-12-31,S002,P162,2,169.03,338.06,UPI
272,2025-04-04,S001,P141,8,783.99,6271.92,Cash
273,2025-06-02,S002,P182,8,925.76,7406.08,Cash
274,2025-01-20,S002,P138,6,153.64,921.84,Debit Card
275,2024-08-21,S002,P113,7,431.29,3019.03,Cash
276,2025-06-07,S002,P119,8,42.27,338.16,Credit Card
277,2024-12-02,S003,P119,6,777.83,4666.98,Debit Card
278,2024-08-05,S001,P175,7,868.32,6078.24,Debit Card
279,2024-09-27,S003,P160,7,378.83,2651.81,Debit Card
280,2024-10-31,S002,P138,8,931.64,7453.12,Debit Card
281,2025-04-29,S002,P153,5,243.92,1219.6,Credit Card
282,2025-06-20,S003,P146,4,508.63,2034.52,Debit Card
283,2024-10-25,S002,P179,2,770.59,1541.18,Cash
284,2024-10-21,S003,P135,4,499.03,1996.12,Debit Card
285,2025-01-22,S002,P124,4,508.53,2034.12,Cash
286,2025-06-25,S002,P158,2,741.24,1482.48,Debit Card
287,2024-08-19,S002,P186,4,738.05,2952.2,Credit Card
288,2025-05-19,S002,P152,6,336.71,2020.26,UPI
289,2024-10-18,S001,P182,8,647.29,5178.32,UPI
290,2024-08-17,S003,P127,2,401.98,803.96,Credit Card
291,2024-09-23,S001,P169,9,809.09,7281.81,Debit Card
292,2024-12-02,S003,P124,1,304.05,304.05,Debit Card
293,2024-08-03,S001,P134,3,519.85,1559.55,Debit Card
294,2025-04-09,S002,P128,2,69.08,138.16,Debit Card
295,2025-03-06,S001,P175,7,627.02,4389.14,Cash
296,2024-12-22,S003,P152,8,153.08,1224.64,Debit Card
297,2025-02-26,S001,P169,10,96.46,964.6,Cash
298,2024-10-06,S002,P105,10,963.07,9630.7,UPI
299,2024-11-30,S001,P127,3,544.42,1633.26,UPI
300,2025-05-14,S001,P154,9,867.34,7806.06,Credit Card
301,2025-04-25,S001,P142,9,526.11,4734.99,Debit Card
302,2024-10-24,S001,P171,5,740.63,3703.15,Credit Card
303,2024-07-27,S001,P159,8,871.98,6975.84,UPI
304,2024-08-07,S001,P198,8,463.49,3707.92,Credit Card
305,2024-08-27,S002,P151,7,32.91,230.37,UPI
306,2024-07-16,S003,P111,6,529.26,3175.56,Cash
307,2025-05-28,S003,P113,8,46.3,370.4,Debit Card
308,2024-07-28,S001,P176,5,828.64,4143.2,Cash
309,2025-06-29,S001,P116,3,73.56,220.68,Cash
310,2025-04-01,S003,P166,5,57.25,286.25,Cash
311,2024-08-22,S001,P118,6,851.49,5108.94,Debit Card
312,2024-07-22,S001,P157,9,446.53,4018.77,Credit Card
313,2024-09-14,S003,P127,4,919.18,3676.72,UPI
314,2025-03-25,S003,P119,6,376.47,2258.82,Debit Card
315,2024-12-19,S001,P153,2,163.31,326.62,Debit Card
316,2024-08-08,S002,P115,2,114.26,228.52,Cash
317,2025-02-24,S003,P100,5,943.5,4717.5,Debit Card
318,2024-11-23,S003,P101,7,747.34,5231.38,Cash
319,2024-10-22,S002,P196,3,902.4,2707.2,Debit Card
320,2024-12-21,S002,P108,3,60.91,182.73,UPI
321,2024-08-31,S003,P120,5,989.92,4949.6,Debit Card
322,2024-07-21,S002,P165,1,790.48,790.48,UPI
323,2024-07-07,S003,P184,5,224.0,1120.0,Debit Card
324,2025-03-12,S002,P179,9,324.73,2922.57,UPI
325,2025-02-14,S003,P196,6,625.05,3750.3,Credit Card
326,2025-04-30,S003,P150,7,375.42,2627.94,UPI
327,2024-12-05,S002,P181,6,323.12,1938.72,UPI
328,2024-08-23,S001,P140,1,280.89,280.89,Debit Card
329,2025-06-06,S003,P199,4,112.78,451.12,Cash
330,2024-12-03,S003,P109,6,16.22,97.32,UPI
331,2024-09-21,S001,P184,7,584.18,4089.26,Cash
332,2025-05-12,S001,P167,3,202.63,607.89,UPI
333,2024-12-04,S001,P156,4,422.67,1690.68,Cash
334,2025-04-03,S001,P181,6,667.16,4002.96,Cash
335,2025-02-04,S003,P196,8,780.69,6245.52,Cash
336,2024-07-14,S003,P131,3,815.14,2445.42,Debit Card
337,2025-05-28,S001,P152,2,362.03,724.06,Credit Card
338,2024-09-23,S003,P119,6,971.91,5831.46,Debit Card
339,2024-09-26,S003,P146,1,508.48,508.48,Credit Card
340,2024-12-30,S001,P176,7,636.38,4454.66,UPI
341,2025-03-07,S001,P100,3,31.82,95.46,Cash
342,2024-08-29,S001,P141,7,477.62,3343.34,Cash
343,2025-01-24,S002,P106,3,592.51,1777.53,Debit Card
344,2024-07-07,S001,P100,4,84.84,339.36,Debit Card
345,2024-12-01,S002,P133,5,470.05,2350.25,Credit Card
346,2024-09-12,S003,P131,2,276.44,552.88,Cash
347,2024-11-11,S001,P154,1,787.31,787.31,Cash
348,2025-06-29,S002,P184,8,281.12,2248.96,UPI
349,2025-07-03,S002,P171,9,962.68,8664.12,Cash
350,2024-10-02,S001,P111,5,976.06,4880.3,UPI
351,2025-04-27,S001,P198,8,117.11,936.88,UPI
352,2025-06-23,S003,P105,3,51.56,154.68,UPI
353,2025-06-21,S002,P153,6,251.55,1509.3,Credit Card
354,2025-06-13,S001,P128,10,735.3,7353.0,Cash
355,2024-10-31,S003,P169,6,722.67,4336.02,Credit Card
356,2024-12-05,S002,P163,4,566.58,2266.32,Credit Card
357,2025-05-03,S001,P190,5,443.7,2218.5,Debit Card
358,2024-09-19,S001,P189,4,791.45,3165.8,Cash
359,2025-03-07,S003,P156,2,828.49,1656.98,Cash
360,2025-04-24,S001,P157,7,791.6,5541.2,Debit Card
361,2024-12-12,S003,P156,1,212.13,212.13,Credit Card
362,2024-12-23,S002,P159,2,273.02,546.04,Credit Card
363,2024-09-06,S002,P143,3,590.83,1772.49,Debit Card
364,2025-02-18,S002,P103,2,546.39,1092.78,Cash
365,2024-09-14,S002,P170,1,506.56,506.56,Cash
366,2024-12-29,S003,P176,3,777.04,2331.12,UPI
367,2025-01-11,S003,P105,7,184.62,1292.34,UPI
368,2024-10-16,S002,P178,4,529.83,2119.32,UPI
369,2025-05-29,S003,P137,10,36.48,364.8,Debit Card
370,2025-05-01,S001,P190,3,104.26,312.78,Credit Card
371,2024-10-10,S002,P180,4,363.58,1454.32,Debit Card
372,2025-06-26,S003,P146,6,76.62,459.72,UPI
373,2024-10-31,S001,P125,3,710.12,2130.36,Debit Card
374,2024-12-31,S002,P178,4,133.21,532.84,Credit Card
375,2024-12-21,S003,P152,10,440.2,4402.0,UPI
376,2024-10-23,S003,P176,2,344.12,688.24,Credit Card
377,2025-04-23,S002,P111,4,163.83,655.32,Credit Card
378,2025-05-07,S001,P104,1,277.89,277.89,Credit Card
379,2025-03-16,S002,P114,5,618.24,3091.2,Cash
380,2025-03-25,S002,P103,7,535.84,3750.88,UPI
381,2025-01-14,S001,P107,2,677.98,1355.96,Cash
382,2025-03-08,S002,P193,3,892.81,2678.43,UPI
383,2024-10-14,S001,P144,4,903.69,3614.76,UPI
384,2024-09-16,S002,P151,6,461.69,2770.14,Debit Card
385,2025-04-02,S001,P100,3,529.59,1588.77,Debit Card
386,2024-07-27,S002,P117,3,62.06,186.18,Debit Card
387,2025-04-24,S003,P187,9,37.27,335.43,Cash
388,2025-04-25,S003,P130,2,170.46,340.92,Credit Card
389,2024-10-11,S001,P140,3,739.84,2219.52,Debit Card
390,2024-10-01,S002,P141,9,384.81,3463.29,Credit Card
391,2025-03-04,S003,P161,4,261.93,1047.72,Debit Card
392,2025-01-22,S002,P137,2,587.69,1175.38,Credit Card
393,2025-03-21,S001,P102,5,250.01,1250.05,Credit Card
394,2025-02-01,S002,P174,4,340.74,1362.96,Credit Card
395,2025-06-11,S001,P170,9,408.42,3675.78,UPI
396,2024-10-20,S003,P179,2,39.84,79.68,Debit Card
397,2025-06-19,S003,P177,9,682.53,6142.77,Credit Card
398,2025-03-01,S001,P196,4,561.75,2247.0,Credit Card
399,2024-12-13,S003,P195,6,783.97,4703.82,Cash
400,2025-06-09,S002,P147,3,607.43,1822.29,Debit Card
401,2025-06-04,S003,P173,8,266.26,2130.08,Credit Card
402,2025-04-15,S003,P130,8,601.66,4813.28,UPI
403,2025-03-17,S002,P149,1,724.56,724.56,Cash
404,2024-12-18,S002,P185,8,506.79,4054.32,Debit Card
405,2025-05-29,S003,P134,4,763.58,3054.32,Cash
406,2025-03-07,S002,P173,10,517.07,5170.7,UPI
407,2025-06-27,S003,P102,6,870.64,5223.84,Debit Card
408,2025-05-30,S003,P101,4,414.84,1659.36,UPI
409,2025-05-12,S001,P136,1,744.74,744.74,Debit Card
410,2024-09-24,S002,P184,6,816.05,4896.3,Debit Card
411,2025-07-02,S001,P190,2,838.11,1676.22,Cash
412,2024-08-27,S001,P100,1,216.96,216.96,UPI
413,2024-12-02,S003,P167,6,121.8,730.8,Debit Card
414,2025-05-22,S003,P120,7,381.11,2667.77,Cash
415,2024-08-12,S002,P162,1,595.88,595.88,Credit Card
416,2025-02-25,S003,P111,9,43.01,387.09,UPI
417,2024-07-20,S002,P162,1,392.71,392.71,Credit Card
418,2024-08-01,S002,P136,1,286.51,286.51,UPI
419,2025-04-18,S001,P190,5,201.97,1009.85,Credit Card
420,2025-02-02,S002,P118,1,577.64,577.64,Cash
421,2025-02-16,S002,P165,3,592.7,1778.1,Debit Card
422,2025-02-22,S003,P108,8,412.62,3300.96,Credit Card
423,2024-08-13,S003,P114,9,532.51,4792.59,UPI
424,2025-03-08,S001,P181,8,297.21,2377.68,UPI
425,2024-11-01,S002,P157,7,919.94,6439.58,Cash
426,2024-11-21,S001,P113,10,638.43,6384.3,UPI
427,2024-12-03,S002,P177,6,354.92,2129.52,Credit Card
428,2024-10-04,S001,P196,3,495.58,1486.74,UPI
429,2025-06-08,S001,P178,8,269.31,2154.48,Debit Card
430,2024-07-21,S001,P193,3,387.67,1163.01,Cash
431,2025-01-06,S001,P102,1,954.72,954.72,Cash
432,2025-03-30,S001,P113,7,697.1,4879.7,Debit Card
433,2025-02-10,S003,P159,2,429.15,858.3,Credit Card
434,2024-12-17,S002,P186,4,452.17,1808.68,UPI
435,2024-10-21,S003,P125,10,440.8,4408.0,Credit Card
436,2025-02-03,S001,P143,3,944.49,2833.47,Debit Card
437,2024-12-15,S002,P165,2,771.32,1542.64,Debit Card
438,2024-08-08,S002,P157,1,179.76,179.76,Debit Card
439,2025-03-13,S002,P169,5,285.73,1428.65,Cash
440,2025-02-25,S002,P110,2,468.5,937.0,Cash
441,2025-05-03,S001,P124,5,176.13,880.65,Debit Card
442,2024-10-02,S001,P142,8,214.52,1716.16,UPI
443,2025-06-25,S003,P138,3,380.65,1141.95,Credit Card
444,2024-12-22,S001,P179,4,685.35,2741.4,Debit Card
445,2025-02-11,S001,P147,1,320.53,320.53,Cash
446,2025-02-02,S002,P143,7,808.06,5656.42,Credit Card
447,2024-09-23,S002,P148,5,721.58,3607.9,UPI
448,2024-12-29,S002,P184,7,87.76,614.32,Cash
449,2024-12-18,S003,P128,8,434.61,3476.88,Cash
450,2024-10-28,S003,P131,8,445.7,3565.6,Cash
451,2025-03-01,S001,P103,4,121.15,484.6,UPI
452,2025-05-26,S002,P199,7,562.99,3940.93,UPI
